market_id,market_label,n,mean_D,ci_lo,ci_hi,t_stat,p_value,mean_p_poly,mean_p_fair,share_outside_ci_adj
1385965,"BTC above $70,000 on Feb 23, 2026",386,-0.03198881287739697,-0.04190649787481179,-0.022071127879982156,-11.936048290100228,3.701893555989834e-28,0.002945769151593996,0.034934582028990975,0.8730569948186528
1607681,"BTC above $70,000 on Mar 23, 2026",77,0.0042221384832548114,-0.00740194480278817,0.015846221769297793,1.0019468682526962,0.3195487427096603,0.501351645903081,0.49712950741982614,0.7142857142857143
1628635,"BTC above $70,000 on Mar 24, 2026",55,0.018171799580013526,0.013316255711602646,0.023027343448424407,7.782339445654842,2.2168086160215732e-10,0.49363636391356386,0.4754645643335502,0.7636363636363637
