ts,spot_close,call_close,call_high,call_low,poly_quote_ts,p_poly,poly_stale_sec,dvol_close,rv_ann,dt,tau_poly,tau_call,sigma_hat,se_sigma,sigma_source,p_fair,dpfair_dsigma,var_pfair,se_pfair,se_poly_discrete,se_D_delta,D
1774141200,68953.0,0.0055,0.0055,0.0055,1774141200.0,0.34,0.0,0.5626,0.3852859212313129,2026-03-22 01:00:00+00:00,0.004449007529089665,0.0035363906000456307,0.480387671201794,0.00263717097082063,iv_newton,0.31551742766390284,0.3315189784649673,7.643519256514442e-07,0.0008742722262839213,0.0002886751345948129,0.000920698245346855,0.024482572336097186
1774144800,69267.5,0.0055,0.0055,0.0055,1774144800.0,0.4,0.0,0.5611999999999999,0.38607019594442854,2026-03-22 02:00:00+00:00,0.004334930412959161,0.0034223134839151265,0.41966407687156077,0.0025632027769179576,iv_newton,0.3491361973280825,0.31727119114555563,6.613436805245808e-07,0.0008132303981803563,0.0002886751345948129,0.0008629467039498524,0.050863802671917535
1774148400,69337.0,0.0075,0.0075,0.0075,1774148400.0,0.42000000000000004,0.0,0.5596,0.3830790829189295,2026-03-22 03:00:00+00:00,0.004220853296828656,0.003308236367784622,0.5033435681010956,0.003428461169180113,iv_newton,0.3814222279266405,0.2035806720239649,4.87159927643078e-07,0.0006979684288297559,0.0002886751345948129,0.0007553100429468758,0.03857777207335955
1774152000,69343.5,0.0085,0.0085,0.0085,1774152000.0,0.41000000000000003,0.0,0.5595,0.37997834223523036,2026-03-22 04:00:00+00:00,0.004106776180698152,0.0031941592516541184,0.5570156071059351,0.003919540775773037,iv_newton,0.3909536923301111,0.1660621969874788,4.2365460587821566e-07,0.0006508875524068775,0.0002886751345948129,0.0007120308555193019,0.019046307669888907
1774155600,69142.0,0.0075,0.0075,0.0075,1774155600.0,0.3964344797562037,0.0,0.5585,0.3785020722793019,2026-03-22 05:00:00+00:00,0.003992699064567648,0.003080082135523614,0.5702722994381656,0.003626706064960101,iv_newton,0.36112302447896266,0.20963904037115116,5.780548418412072e-07,0.0007602991791664694,0.0002886751345948129,0.0008132577544509124,0.035311455277241055
1774159200,69152.5,0.0075,0.0075,0.0075,1774159200.0,0.38,0.0,0.5611999999999999,0.37553935189371573,2026-03-22 06:00:00+00:00,0.0038786219484371436,0.00296600501939311,0.5786142679520576,0.0036918388927217943,iv_newton,0.3626540347769298,0.20427038731086056,5.687171254274384e-07,0.0007541333605055795,0.0002886751345948129,0.000807496414085395,0.017345965223070192
1774162800,68904.0,0.0065,0.0065,0.0065,1774162800.0,0.3300000170784343,0.0,0.5598,0.37490673196314095,2026-03-22 07:00:00+00:00,0.0037645448323066393,0.0028519279032626055,0.5998697045211816,0.0034113985980324456,iv_newton,0.3289836107534713,0.2446352413012889,6.964708970871328e-07,0.000834548319204546,0.0002886751345948129,0.0008830652469780849,0.0010164063249629707
1774166400,68793.0,0.0045,0.006,0.0042,1774166400.0,0.2911071744906998,0.0,0.5606,0.3724672927013267,2026-03-22 08:00:00+00:00,0.003650467716176135,0.0027378507871321013,0.5273541554793026,0.05199708475851786,iv_newton,0.2888310353069849,0.3399720345280209,0.0003124959399904479,0.017677554694879263,0.0002886751345948129,0.01767991157567767,0.002276139183714887
1774170000,68820.5,0.004,0.0043,0.0036,1774170000.0,0.29000007299071495,0.0,0.5579999999999999,0.36972157783839826,2026-03-22 09:00:00+00:00,0.0035363906000456307,0.002623773671001597,0.5027787130419975,0.021052478302897436,iv_newton,0.28158973574588714,0.36793850016788915,6.000078388153554e-05,0.007746017291585111,0.0002886751345948129,0.007751394533557744,0.008410337244827815
1774173600,68627.5,0.004,0.004,0.004,1774173600.0,0.29,0.0,0.5583,0.3682629824363878,2026-03-22 10:00:00+00:00,0.0034223134839151265,0.0025096965548710927,0.5577566679011413,0.0025405277448965484,iv_newton,0.26809010575278736,0.34603512026424155,7.728375986393273e-07,0.0008791118237399195,0.0002886751345948129,0.0009252950513066957,0.021909894247212625
1774177200,68195.5,0.0024,0.0036,0.0024,1774177200.0,0.22999996917999796,0.0,0.5588000000000001,0.37206477328114546,2026-03-22 11:00:00+00:00,0.003308236367784622,0.0023956194387405884,0.5482001010038755,0.04852402430543318,iv_newton,0.20061220496856852,0.4132709315595124,0.0004021456187175014,0.02005356872772279,0.0002886751345948129,0.020055646388257714,0.02938776421142944
1774180800,68646.0,0.0032,0.0032,0.0021,1774180800.0,0.2800004608006267,0.0,0.568,0.3770660796733939,2026-03-22 12:00:00+00:00,0.0031941592516541184,0.0022815423226100846,0.5263178819112235,0.03853542674420802,iv_newton,0.2524510828520544,0.38652840721294357,0.00022186213082732266,0.014895037120709793,0.0002886751345948129,0.014897834210403067,0.027549377948572262
1774184400,68682.5,0.0038,0.0038,0.0038,1774184400.0,0.29000000000000004,0.0,0.5607,0.37447218300807417,2026-03-22 13:00:00+00:00,0.003080082135523614,0.0021674652064795803,0.5735647388432393,0.0026040660342092773,iv_newton,0.2713998891201343,0.3332541827391176,7.531044328720667e-07,0.0008678158980291078,0.0002886751345948129,0.0009145697164270201,0.01860011087986574
1774188000,68702.5,0.0031,0.0031,0.0025,1774188000.0,0.29000000000000004,0.0,0.5624,0.3718898426945296,2026-03-22 14:00:00+00:00,0.00296600501939311,0.002053388090349076,0.5341745179431621,0.022101355752621416,iv_newton,0.2568165337382811,0.37647064865602464,6.923091555502009e-05,0.008320511736366946,0.0002886751345948129,0.008325517935140938,0.03318346626171892
1774191600,68840.0,0.0034,0.0034,0.0034,1774191600.0,0.31000000000000005,0.0,0.5618,0.37004949528062003,2026-03-22 15:00:00+00:00,0.0028519279032626055,0.0019393109742185718,0.5377197434756408,0.002455688752043618,iv_newton,0.2769560075047949,0.3506078827257503,7.412931623877338e-07,0.0008609838339874528,0.0002886751345948129,0.0009080894756140868,0.03304399249520518
