ts,spot_close,spot_high,spot_low,call_close,call_high,call_low,poly_quote_ts,p_poly,poly_stale_sec,rv_ann,dt,tau_poly,tau_call,sigma_hat,se_sigma,sigma_source,p_fair,dpfair_dsigma,var_pfair,se_pfair,se_poly_discrete,se_D_delta,D,TF_t,CI_adj_lo,CI_adj_hi,market_id,market_label,deribit_call
1679997600,1717.7,1723.2,1710.15,0.0645,0.0645,0.0645,1679666400.0,0.99,331200.0,0.6429420427884185,2023-03-28 10:00:00+00:00,0.00022831050228310502,0.00022831050228310502,9.88096465596704,0.1081173628436432,iv_newton,0.4979182604464735,-0.005817693137983424,3.9563299905015825e-07,0.0006289936399123271,0.0002886751345948129,0.0006920739356336804,0.49208173955352646,0.0078,0.4888854329122454,0.5069510879807017,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680001200,1746.4,1754.35,1717.65,0.0645,0.0645,0.0645,1679666400.0,0.99,334800.0,0.6540523914579215,2023-03-28 11:00:00+00:00,0.00022831050228310502,0.00022831050228310502,8.428088075135273,0.11113054140589791,iv_bisect,0.5587680241673154,-0.012885214347953823,2.0504545882163743e-06,0.0014319408466191522,0.0002886751345948129,0.0014607490960290572,0.4312319758326846,0.0078,0.5481614201079419,0.5693746282266889,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680004800,1738.05,1751.9,1730.7,0.0645,0.0645,0.0645,1679666400.0,0.99,338400.0,0.6291300997737013,2023-03-28 12:00:00+00:00,0.00022831050228310502,0.00022831050228310502,8.867771836551503,0.10992640087418479,iv_bisect,0.53914024466804,-0.010399039636531788,1.3067439101652989e-06,0.0011431289997919302,0.0002886751345948129,0.001179015370340282,0.45085975533196,0.0078,0.5290997118284478,0.5491807775076322,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680008400,1738.35,1745.95,1731.7,0.0645,0.0645,0.0645,1679666400.0,0.99,342000.0,0.6270550952276819,2023-03-28 13:00:00+00:00,0.00022831050228310502,0.00022831050228310502,8.852249273300098,0.10996387675782412,iv_bisect,0.5398140959425628,-0.010481120012937552,1.3283590305243933e-06,0.001152544589386629,0.0002886751345948129,0.0011881466087388906,0.4501859040574372,0.0078,0.529755108547365,0.5498730833377606,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680012000,1741.3,1752.0,1736.45,0.0645,0.0645,0.0645,1679666400.0,0.99,345600.0,0.6249584521567307,2023-03-28 14:00:00+00:00,0.00022831050228310502,0.00022831050228310502,8.698560867215692,0.11035393314285107,iv_bisect,0.5465600168149505,-0.011315649672966754,1.5593177406322695e-06,0.0012487264474784977,0.0002886751345948129,0.0012816595000098906,0.4434399831850495,0.0078,0.5363125129778926,0.5568075206520083,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680015600,1745.95,1747.5,1737.75,0.0645,0.0645,0.0645,1679666400.0,0.99,349200.0,0.6245499356944301,2023-03-28 15:00:00+00:00,0.00022831050228310502,0.00022831050228310502,8.4522101990816,0.11105629212044589,iv_bisect,0.5576614089430968,-0.012739788303306347,2.00175426103377e-06,0.0014148336513646294,0.0002886751345948129,0.0014439832389495052,0.4323385910569032,0.0078,0.5470883349864221,0.5682344828997715,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680019200,1736.05,1748.9,1734.25,0.0645,0.0645,0.0645,1679666400.0,0.99,352800.0,0.6257884064044289,2023-03-28 16:00:00+00:00,0.00022831050228310502,0.00022831050228310502,8.97076791468561,0.10968627635513345,iv_bisect,0.5347032369658642,-0.0098643825652662,1.1706967167208098e-06,0.0010819873921265486,0.0002886751345948129,0.001119834831595331,0.4552967630341358,0.0078,0.5247825416772961,0.5446239322544323,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680022800,1737.1,1740.9,1728.0,0.0645,0.0645,0.0645,1679666400.0,0.99,356400.0,0.6204591718172225,2023-03-28 17:00:00+00:00,0.00022831050228310502,0.00022831050228310502,8.91679962265037,0.10981026573822084,iv_bisect,0.5370207750610947,-0.010142387603453472,1.2404129517827536e-06,0.0011137382779552625,0.0002886751345948129,0.0011505417354951044,0.4529792249389053,0.0078,0.5270378480363024,0.547003702085887,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680026400,1777.85,1782.45,1736.0,0.0645,0.0645,0.0645,1679666400.0,0.99,360000.0,0.6429790836824931,2023-03-28 18:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.571667132040785,0.12128926604460892,iv_bisect,0.6559258298018418,-0.02804204252091982,1.15681529761431e-05,0.00340119875575408,0.0002886751345948129,0.0034134273552364394,0.3340741701981582,0.0078,0.6414594802405638,0.6703921793631198,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680030000,1787.35,1796.75,1767.75,0.0645,0.0645,0.0645,1679666400.0,0.99,363600.0,0.6440200535796181,2023-03-28 19:00:00+00:00,0.00022831050228310502,0.00022831050228310502,5.907823912868947,0.12857149073433616,iv_bisect,0.6973397486150604,-0.03580924248747494,2.1197255119657893e-05,0.004604047688681981,0.0002886751345948129,0.004613088819109299,0.29266025138493956,0.0078,0.6805158151452437,0.7141636820848771,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
