market_id,market_label,n,mean_D,ci_lo,ci_hi,t_stat,p_value,mean_p_poly,mean_p_fair
248578,"ETH above $1,700 on February 10",941,-0.01439686104059187,-0.025935920668749494,-0.0028578014124342466,-5.755157348429406,1.1710186728825618e-08,0.07755636619972303,0.0919532272403149
248658,"ETH above $1,700 on February 17",799,-0.01753756925122564,-0.033906722062529426,-0.001168416439921851,-4.806744924746178,1.8331722728595784e-06,0.057759627468797314,0.07529719672002293
248822,"ETH above $1,700 on February 24",633,-0.010006108892916914,-0.019821599936827812,-0.00019061784900601363,-4.519040422627851,7.415786921934947e-06,0.1043012634088318,0.1143073723017487
249345,"ETH above $1,700 on March 24",364,0.18986132029148303,0.14531344036558794,0.23440920021737813,19.783548986628098,1.2664881507355498e-59,0.8967230810585362,0.7068617607670532
