market_id,market_label,binance_call_symbol,side_poly,side_label,entry_ts,exit_ts,hold_hours,entry_D,exit_D,entry_band,p_poly_entry,p_poly_exit,p_fair_entry,proxy_exit_value,q_call,x_spot_entry,gross_pnl,net_pnl,poly_gross_pnl,proxy_gross_pnl,entry_cost,rebalance_cost,exit_cost,capital_abs,gross_return,net_return,n_rehedges,exit_reason,entry_dt,exit_dt
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692226800,1692262800,10.0,0.11266156734579891,0.00820511961198267,0.010409677122681824,0.75,0.63,0.6373384326542011,0.620959344581614,-0.00020897512029021694,0.00032734463576424813,0.10362091192741285,0.07842653394747322,0.12,-0.016379088072587145,0.011907479071574564,0.0012560706157957614,0.012030828292569308,10.408377515788219,0.00995552974229007,0.007534943253980736,9,neutral_band,2023-08-16 23:00:00+00:00,2023-08-17 09:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692266400,1692306000,11.0,0.025265789603177602,0.0663670503191709,0.00967827145156983,0.63,0.19999999999999996,0.6047342103968224,-0.006854225347982634,-0.00017338055700560505,0.0003148719777889221,-0.181588435744805,-0.2055213297946088,0.43000000000000005,-0.611588435744805,0.01163852560552333,0.001424292372230705,0.01087007607204977,9.794354923952469,-0.018540111845520683,-0.020983651439054812,10,neutral_band,2023-08-17 10:00:00+00:00,2023-08-17 21:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,1,long_yes_short_proxy,1692309600,1692313200,1.0,-0.07931551298853395,0.02132767340688574,0.025653784456414398,0.21999999999999997,0.3099998294999233,0.2993155129885339,0.287863780304793,0.00016658379167364335,9.005387403959966e-05,0.10145156218366425,0.084900387992707,0.0899998294999233,0.011451732683740945,0.008277866888334175,0.0,0.008273307302623071,2.722172423299105,0.0372686025746713,0.03118846817565397,0,convergence,2023-08-17 22:00:00+00:00,2023-08-17 23:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692324000,1692327600,1.0,0.021529161279332215,-0.013991260583735288,0.013504588698707291,0.25,0.19999999999999996,0.22847083872066778,0.2140885041910976,0.00028722384551264316,7.230659338849499e-05,0.035617665470429855,0.019560313167094046,0.050000000000000044,-0.01438233452957019,0.008033454709058146,0.0,0.00802389759427766,2.2598635311292186,0.015760980687463132,0.008655528485527647,0,convergence,2023-08-18 02:00:00+00:00,2023-08-18 03:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692334800,1692342000,2.0,0.03850931243085723,0.005677625688140064,0.008746350161375453,0.26,0.22440251572327044,0.22149068756914278,0.2184428882648708,0.00029825279748862374,6.991170333331553e-05,0.03254968497245758,0.016464639401976913,0.03559748427672957,-0.0030477993042719864,0.007999993164753968,4.3306900480027114e-05,0.008041745505246674,2.2032053198254076,0.014773786482612966,0.00747303905533491,1,neutral_band,2023-08-18 05:00:00+00:00,2023-08-18 07:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692345600,1692352800,2.0,0.3219312102027039,0.002409184915766527,0.011959839520989314,0.5499980749874874,0.22000052000051995,0.22806686478478355,0.2171686392013723,0.00031299345555015306,7.725142960365579e-05,0.31909932940355623,0.3028984126131206,0.3299975549869675,-0.010898225583411247,0.00810325117233359,0.00010377494244294165,0.007993890675659114,2.6990946342650157,0.11822457995825308,0.11222222769362149,1,neutral_band,2023-08-18 08:00:00+00:00,2023-08-18 10:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692360000,1692374400,4.0,0.037906493895205895,0.0038186526528612708,0.008734779654208156,0.25,0.17000000000000004,0.2120935061047941,0.16491846021490897,0.00029605618925716945,6.381837676212281e-05,0.03282495411011482,0.016937038094992772,0.07999999999999996,-0.04717504588988514,0.00791437693701914,0.00014157604941757116,0.00783196302868534,2.022667094785791,0.01622855001435178,0.008373616270643132,3,neutral_band,2023-08-18 12:00:00+00:00,2023-08-18 16:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692378000,1692381600,1.0,0.01837152455104843,0.003148372460172244,0.012352109676992622,0.18999987839995622,0.18999999987495886,0.1716283538489078,0.18690729046885268,0.00035028353483841537,4.9149733777090494e-05,0.015278815144942254,-0.00014752261340586926,-1.2147500264014788e-07,0.015278936619944894,0.007707917432390468,0.0,0.007718420325957655,1.5539406928631752,0.009832302619471692,-9.49345197557412e-05,0,neutral_band,2023-08-18 17:00:00+00:00,2023-08-18 18:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692392400,1692399600,2.0,0.010780646075696176,-0.008499424799457866,0.008682280929954224,0.18999999710343496,0.17000000000000004,0.17921935102773878,0.17856614076771904,0.00033866149622072166,5.177072730762378e-05,0.019346786843415176,0.0038490798822519556,0.01999999710343492,-0.0006532102600197431,0.007744947968305446,4.071415782072915e-06,0.007748687577075702,1.6269590779170722,0.011891378895764275,0.00236581235170326,1,neutral_band,2023-08-18 21:00:00+00:00,2023-08-18 23:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,1,long_yes_short_proxy,1692403200,1692406800,1.0,-0.011122710731636704,0.0032697984578731742,0.008687277512706685,0.17000000000000004,0.15000000000000002,0.18112271073163674,0.1501503569022158,0.00034010292378123874,5.3000173513474246e-05,0.010972353829420939,-0.004528781172957745,-0.020000000000000018,0.030972353829420957,0.007762329714369671,0.0,0.007738805288009013,1.6414227779769415,0.00668466039136145,-0.002759058320452627,0,neutral_band,2023-08-19 00:00:00+00:00,2023-08-19 01:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692410400,1692414000,1.0,0.009784436172053268,0.006091645817680957,0.008582554700913056,0.15000000000000002,0.15000000000000002,0.14021556382794675,0.1441140381963213,0.00046309464721492797,4.377277412613189e-05,0.003898474368374538,-0.011368431213083115,-0.0,0.003898474368374538,0.007631595723745102,0.0,0.007635309857712553,1.3662381654354194,0.002853436880188526,-0.008320973239288775,0,neutral_band,2023-08-19 02:00:00+00:00,2023-08-19 03:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692421200,1692424800,1.0,0.009375159138852035,-0.012544789132881456,0.008582209270032688,0.15000000000000002,0.12,0.140624840861148,0.13263461394217213,0.00043173642976235336,4.1597558979525375e-05,0.02200977308102417,0.006813684910470629,0.030000000000000027,-0.007990226918975857,0.007600901151746398,0.0,0.007595187018807144,1.3048697472908342,0.01686741004358541,0.005221735674857338,0,neutral_band,2023-08-19 05:00:00+00:00,2023-08-19 06:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,1,long_yes_short_proxy,1692428400,1692435600,2.0,-0.015591630886842706,0.025421164394720447,0.008566499676987574,0.12,0.15000000000000002,0.1355916308868427,0.12542756349088746,0.00045529247400188233,4.0961486571220736e-05,0.040164067395955266,0.0248952022439112,0.030000000000000027,0.01016406739595524,0.007591781465627958,4.694456848438375e-05,0.007630139117931724,1.2575729506366602,0.03193776343203133,0.019796229102500756,1,convergence,2023-08-19 07:00:00+00:00,2023-08-19 09:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692439200,1692442800,1.0,0.026740057500717562,-0.0028430300188009294,0.008523546557143552,0.15000000000000002,0.12,0.12325994249928246,0.1228832580839605,0.0005078027502003195,3.852036936106985e-05,0.029623315584678067,0.014509813637333576,0.030000000000000027,-0.0003766844153219595,0.007556847698997763,0.0,0.00755665424834673,1.2202826045669113,0.02427578289964367,0.011890535506308584,0,neutral_band,2023-08-19 10:00:00+00:00,2023-08-19 11:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,1,long_yes_short_proxy,1692457200,1692464400,2.0,-0.03633430152919795,0.030055663740336025,0.013771365039611854,0.12,0.17999997551999844,0.15633430152919794,0.15000549969671373,0.00045568155671723713,5.212472372788622e-05,0.06632877735248266,0.05083217921330543,0.059999975519998444,0.0063288018324842155,0.007749934699354806,2.0702314191037024e-05,0.007725961125631389,1.569709932376872,0.04225543585116194,0.032383167211240606,1,convergence,2023-08-19 15:00:00+00:00,2023-08-19 17:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,1,long_yes_short_proxy,1692468000,1692471600,1.0,-0.012834589445077177,0.027431064143266987,0.008562233562410614,0.12000049280070968,0.16000000000000003,0.13283508224578686,0.1326129066014483,0.0005303785703723436,4.517246625814823e-05,0.0402216828436289,0.024919481069862564,0.03999950719929035,0.00022217564433854586,0.007651156956655556,0.0,0.007651044817110781,1.3765803923671842,0.02921854986940734,0.018102452430700924,0,convergence,2023-08-19 18:00:00+00:00,2023-08-19 19:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692475200,1692486000,3.0,0.03079937127117388,-0.0009766275238191069,0.008548588404720238,0.16000000000000003,0.16,0.12920062872882615,0.16503177820744508,0.0005223933780207142,4.270110503748386e-05,0.03583114947861896,0.020538864716219817,2.7755575615628914e-17,0.03583114947861893,0.007616165042977181,3.606486826515843e-05,0.0076400548511568,1.347414781671147,0.02659251625114202,0.015243164165637434,2,neutral_band,2023-08-19 20:00:00+00:00,2023-08-19 23:00:00+00:00
251932,"BTC above $28,000 at end of August",BTC-1SEP23-28000-C,-1,short_yes_long_proxy,1692496800,1692536400,11.0,0.01667078881411685,0.004603101848166813,0.008597172416838647,0.16,0.15000000000000002,0.14332921118588315,0.14594290087121542,0.00047013555012312424,4.645514407760807e-05,0.012613689685332247,-0.0030175675827362304,0.009999999999999981,0.0026136896853322655,0.007669699851337353,0.00023096699690614114,0.007730590419824983,1.4515693576643875,0.008689691345942985,-0.002078831140105888,10,neutral_band,2023-08-20 02:00:00+00:00,2023-08-20 13:00:00+00:00
