ts,spot_close,spot_high,spot_low,call_close,call_high,call_low,poly_quote_ts,p_poly,poly_stale_sec,dvol_close,rv_ann,dt,tau_poly,tau_call,sigma_hat,se_sigma,sigma_source,p_fair,dpfair_dsigma,var_pfair,se_pfair,se_poly_discrete,se_D_delta,D,TF_t,CI_adj_lo,CI_adj_hi,market_id,market_label,deribit_call
1772136000,67391.5,67859.0,67275.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,270000.0,,0.6295698461971585,2026-02-26 20:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.1665531921021637,0.0016558454458700993,iv_bisect,0.015280961297725684,0.07075665374888704,1.372695366363229e-08,0.00011716208287510209,0.0002886751345948129,0.0003115449999550075,-0.014280961297725683,0.0078,0.007251323615290484,0.023310598980160885,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772139600,67447.5,67570.0,67115.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,273600.0,,0.6265235147659771,2026-02-26 21:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.144695318509191,0.0016321526412017668,iv_bisect,0.015554680926549274,0.07298559937529318,1.4190441318589165e-08,0.0001191236387900788,0.0002886751345948129,0.0003122879675106335,-0.014554680926549273,0.0078,0.007521198594520721,0.023588163258577828,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772143200,67554.0,67620.0,67305.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,277200.0,,0.6236422450359197,2026-02-26 22:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.1030216223691403,0.001586751037986699,iv_bisect,0.016104485800655134,0.07755042246766275,1.5142093314990527e-08,0.0001230532133468709,0.0002886751345948129,0.00031380794548309935,-0.015104485800655133,0.0078,0.008063301502495268,0.024145670098815,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772146800,67458.0,67629.5,67374.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,280800.0,,0.6207762931406127,2026-02-26 23:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.1405928880257903,0.0016276963033145732,iv_bisect,0.015607147705669523,0.07341614825094726,1.4280057154338174e-08,0.00011949919311166152,0.0002886751345948129,0.00031243141725452564,-0.014607147705669522,0.0078,0.0075729292871706665,0.02364136612416838,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772150400,67209.5,67515.0,66991.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,284400.0,,0.6187264258458607,2026-02-27 00:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.23734921239987,0.0017320375564556009,iv_bisect,0.014456509899745631,0.06422033193655927,1.2372563786517706e-08,0.00011123202680216569,0.0002886751345948129,0.00030936369715894434,-0.01345650989974563,0.0078,0.006438495127213386,0.022474524672277875,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772154000,67340.5,67374.0,66864.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,288000.0,,0.616061003524614,2026-02-27 01:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.1864281721408665,0.0016773178679980213,iv_bisect,0.015040253176167782,0.06882063459188754,1.3325026845747952e-08,0.00011543408008793569,0.0002886751345948129,0.0003108992765817915,-0.01404025317616778,0.0078,0.007014002379195429,0.023066503973140133,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772157600,67247.5,67528.0,67247.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,291600.0,,0.6132997421781206,2026-02-27 02:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.2225969433109463,0.0017162275064559534,iv_bisect,0.014620958534774449,0.0655026561431606,1.2637685362049586e-08,0.00011241746021881826,0.0002886751345948129,0.00030979189578712825,-0.013620958534774448,0.0078,0.006600620312745565,0.022641296756803334,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772161200,67603.5,67702.5,67083.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,295200.0,,0.6123042139700321,2026-02-27 03:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.0836033620075878,0.0015654879120196906,iv_bisect,0.01637412102432656,0.07983140990678131,1.5618777421789844e-08,0.00012497510720855512,0.0002886751345948129,0.0003145665442400434,-0.01537412102432656,0.0078,0.008329169814197792,0.02441907223445533,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772164800,67740.0,68229.5,67572.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,298800.0,,0.6097485469034297,2026-02-27 04:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.0298834422393142,0.0015062975221498732,iv_bisect,0.01716922253665619,0.08671814001406539,1.7062451578554548e-08,0.00013062331942863246,0.0002886751345948129,0.00031685293893522255,-0.01616922253665619,0.0078,0.00911320083057607,0.02522524424273631,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772168400,67715.0,67917.0,67675.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,302400.0,,0.606981657717518,2026-02-27 05:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.0397418817566335,0.0015172016664891028,iv_bisect,0.017017580385404837,0.08538635199259068,1.6782766058884447e-08,0.0001295483155385837,0.0002886751345948129,0.00031641128202423155,-0.016017580385404837,0.0078,0.008963665686949214,0.02507149508386046,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772172000,67652.0,67812.5,67518.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,306000.0,,0.6043022049018935,2026-02-27 06:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.0645457090257107,0.0015445524544816054,iv_bisect,0.016647637130068737,0.08217353283945783,1.610902447619409e-08,0.0001269213318406094,0.0002886751345948129,0.00031534482366058815,-0.015647637130068736,0.0078,0.008598871319661144,0.024696402940476328,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772175600,67648.5,67706.5,67422.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,309600.0,,0.601598810582903,2026-02-27 07:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.0659219775210318,0.0015460673495995725,iv_bisect,0.016627570591487735,0.08200078857281763,1.6072849386045413e-08,0.00012677874185385108,0.0002886751345948129,0.000315287460453756,-0.015627570591487734,0.0078,0.008579084257454189,0.02467605692552128,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772179200,67933.5,68053.5,67628.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,313200.0,,0.6000486724678203,2026-02-27 08:00:00+00:00,0.00022831050228310502,0.00022831050228310502,0.9532561002442251,0.001420869559518576,iv_newton,0.01844701872167131,0.09827869256550568,1.949966546793429e-08,0.0001396412026156116,0.0002886751345948129,0.0003206758469253143,-0.017447018721671308,0.0078,0.010373321964544711,0.026520715478797904,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772182800,67365.5,67933.5,67288.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,316800.0,,0.6019622902924175,2026-02-27 09:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.1766892396973072,0.001666804188631544,iv_bisect,0.015157257783681393,0.06975885948549154,1.3519726603783936e-08,0.00011627435918457662,0.0002886751345948129,0.00031121224258874727,-0.014157257783681392,0.0078,0.007129360039679624,0.02318515552768316,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772186400,66608.5,67418.5,66567.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,320400.0,,0.6073265756028908,2026-02-27 10:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.4689224799595775,0.001976021904279032,iv_bisect,0.012282280039591644,0.04829474798781011,9.107167353145845e-09,9.543147988554848e-05,0.0002886751345948129,0.0003040402945112361,-0.011282280039591643,0.0078,0.004295234339015968,0.02026932574016732,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772190000,66108.0,66758.5,65950.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,324000.0,,0.608120357675645,2026-02-27 11:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.6597790020371974,0.002171898198627052,iv_bisect,0.01092028824148432,0.039323770839479806,7.294394432282997e-09,8.540722704948919e-05,0.0002886751345948129,0.00030104439500780667,-0.00992028824148432,0.0078,0.0029528900764673217,0.01888768640650132,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772193600,65903.5,66191.0,65700.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,327600.0,,0.6060422776101896,2026-02-27 12:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.7373636797742542,0.0022503487961479164,iv_bisect,0.010447045295741529,0.036394358863142365,6.707610270965771e-09,8.190000165424767e-05,0.0002886751345948129,0.0003000682315812507,-0.009447045295741528,0.0078,0.002486521292499204,0.018407569298983854,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772197200,66272.0,66335.5,65667.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,331200.0,,0.6054968802630594,2026-02-27 13:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.5974042071340977,0.0021083512151476953,iv_bisect,0.011331877997556685,0.04195092079702882,7.822920426442141e-09,8.844727483898043e-05,0.0002886751345948129,0.00030192093958481166,-0.010331877997556685,0.0078,0.003358521338872284,0.019305234656241087,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772200800,65910.5,66350.0,65706.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,334800.0,,0.6046626177009092,2026-02-27 14:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.7347112783865628,0.0022476771951000884,iv_bisect,0.010462569573415363,0.03648889279696332,6.7265015957565945e-09,8.201525221418632e-05,0.0002886751345948129,0.00030009970831223733,-0.009462569573415363,0.0078,0.0025018196790755586,0.01842331946775517,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772204400,66113.0,66304.5,65842.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,338400.0,,0.6027756700046869,2026-02-27 15:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.6578794058074056,0.00216996972444966,iv_bisect,0.0109323922125479,0.03939999001765053,7.309700327741527e-09,8.549678548192047e-05,0.0002886751345948129,0.0003010698152606383,-0.0099323922125479,0.0078,0.002964818513003337,0.018899965912092462,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772208000,65450.0,66116.0,65410.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,342000.0,,0.606136657591878,2026-02-27 16:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.9087661787749826,0.002421501510781467,iv_bisect,0.00952990294134305,0.03099977933912722,5.634906233188932e-09,7.506601250358868e-05,0.0002886751345948129,0.0002982754424462769,-0.00852990294134305,0.0078,0.0015827735568360174,0.017477032325850083,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772211600,65669.5,65732.5,65086.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,345600.0,,0.6044084042617728,2026-02-27 17:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.8259069475592673,0.0023391211674198536,iv_bisect,0.009953116920738636,0.03344235688967258,6.119264034416134e-09,7.822572488904231e-05,0.0002886751345948129,0.00029908627077776317,-0.008953116920738635,0.0078,0.001999794499956114,0.017906439341521158,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772215200,65290.0,65762.0,65212.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,349200.0,,0.603772906617875,2026-02-27 18:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.9690591366113719,0.0024810453002999887,iv_bisect,0.00924298576426087,0.029389924175996042,5.316995822759746e-09,7.2917733253028e-05,0.0002886751345948129,0.00029774205137348856,-0.00824298576426087,0.0078,0.0013000670070849353,0.017185904521436805,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772218800,65379.0,65449.0,65156.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,352800.0,,0.6014867215596315,2026-02-27 19:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.9355315909804405,0.0024479741834741767,iv_bisect,0.00940046888033887,0.030268893476108658,5.490435029553223e-09,7.409746979184393e-05,0.0002886751345948129,0.00029803316654843396,-0.008400468880338869,0.0078,0.0014552378395468555,0.017345699921130886,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772222400,65586.5,65655.5,65379.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,356400.0,,0.5997528049788734,2026-02-27 20:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.857259673063606,0.002370369409296199,iv_bisect,0.009788817240171577,0.03248452963119991,5.929051638340955e-09,7.700033531317221e-05,0.0002886751345948129,0.00029876811237425306,-0.008788817240171576,0.0078,0.0018378965829577605,0.017739737897385394,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772226000,65520.5,65720.0,65377.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,360000.0,,0.5974039213070411,2026-02-27 21:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.882172278591841,0.002395131912477076,iv_bisect,0.009661927709192029,0.03175309665326107,5.784036771020681e-09,7.605285511419463e-05,0.0002886751345948129,0.0002985253257336034,-0.008661927709192028,0.0078,0.0017128641131682072,0.017610991305215852,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772229600,65621.0,65648.5,64891.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,363600.0,,0.595225148863667,2026-02-27 22:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.8442307198201116,0.0023573954550687973,iv_bisect,0.009856457519845428,0.032877390711838345,6.007026798098882e-09,7.75050114386088e-05,0.0002886751345948129,0.0002988985783362514,-0.008856457519845427,0.0078,0.0019045476974257555,0.0178083673422651,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772233200,65848.0,65927.0,65529.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,367200.0,,0.5936647664011561,2026-02-27 23:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.7583855998961624,0.0022714971545214316,iv_bisect,0.010325558652759552,0.03565824989325416,6.560613338871005e-09,8.099761316774097e-05,0.0002886751345948129,0.00029982319235209997,-0.00932555865275955,0.0078,0.0023668033309507796,0.018284313974568325,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772236800,65914.0,65982.0,65702.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,370800.0,,0.591439338585929,2026-02-28 00:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.7333849286814036,0.002246341478667936,iv_bisect,0.010470346525322045,0.036536299915357645,6.735978310087492e-09,8.207300597691967e-05,0.0002886751345948129,0.00030011549717303977,-0.009470346525322044,0.0078,0.002509483433607282,0.018431209617036808,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772240400,65765.0,65963.5,65698.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,374400.0,,0.5894079164676226,2026-02-28 01:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.789798674982637,0.0023030144138260363,iv_bisect,0.01014901275385587,0.03460016601598703,6.34964839493141e-09,7.968468105559192e-05,0.0002886751345948129,0.0002994711701120239,-0.00914901275385587,0.0078,0.002192830778986911,0.01810519472872483,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772244000,65956.5,66004.5,65751.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,378000.0,,0.5876964085764685,2026-02-28 02:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.7172754645453392,0.002230097808981223,iv_bisect,0.01056573263458112,0.037119812374448787,6.8526628761161684e-09,8.278081224605234e-05,0.0002886751345948129,0.00030030983368755927,-0.009565732634581119,0.0078,0.002603482242578857,0.018527983026583383,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772247600,65783.0,65962.5,65740.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,381600.0,,0.5858086063295547,2026-02-28 03:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.7829887089253957,0.0022961902716755827,iv_bisect,0.010186791008523257,0.034825415859216835,6.394526147411354e-09,7.996578110299026e-05,0.0002886751345948129,0.00029954608907602963,-0.009186791008523256,0.0078,0.0022300580775613966,0.018143523939485116,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772251200,65655.5,65805.0,65486.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,385200.0,,0.5837747255705406,2026-02-28 04:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.8311972962372003,0.00234440001112843,iv_bisect,0.009925026519489915,0.033277729788841526,6.086544639636026e-09,7.801631008728897e-05,0.0002886751345948129,0.00029903156685034,-0.008925026519489914,0.0078,0.001972114551718829,0.017877938487261,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772254800,65596.5,65725.5,65488.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,388800.0,,0.5816197885358969,2026-02-28 05:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.8534837263689932,0.002366610302829435,iv_bisect,0.009808332187816939,0.03259765055361862,5.9514953870404536e-09,7.714593564822747e-05,0.0002886751345948129,0.0002988056704956815,-0.008808332187816938,0.0078,0.0018571261539464135,0.017759538221687465,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772258400,63158.0,65596.5,62954.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,392400.0,,0.6536708488521652,2026-02-28 06:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.767635205738692,0.0032429515553960837,iv_bisect,0.006565011143439168,0.016222699558046737,2.7677519949260554e-09,5.2609428764491025e-05,0.0002886751345948129,0.00029342986441100263,-0.005565011143439167,0.0078,-0.0013381033369392345,0.014468125623817569,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772262000,63782.5,64312.0,62961.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,396000.0,,0.6564741310733483,2026-02-28 07:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.534259720842838,0.003024897170445266,iv_bisect,0.0071829491255294454,0.01895567093960865,3.287755805114777e-09,5.7338955389113754e-05,0.0002886751345948129,0.00029431460911488597,-0.0061829491255294446,0.0078,-0.0007294352270332174,0.015095333478092108,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772265600,63433.0,63838.5,63374.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,399600.0,,0.6553303861051849,2026-02-28 08:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.664886242364198,0.0031473665057662552,iv_bisect,0.006824512074020917,0.017347503613474386,2.98104554112121e-09,5.459895183170836e-05,0.0002886751345948129,0.00029379308854099093,-0.005824512074020916,0.0078,-0.0010825018715692313,0.014731526019611065,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772269200,63640.0,63907.5,63332.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,403200.0,,0.653612511437614,2026-02-28 09:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.5875277638016643,0.003074969945192834,iv_bisect,0.007032671776735787,0.018273769367635563,3.157461250649595e-09,5.6191291590864814e-05,0.0002886751345948129,0.0002940931733039428,-0.006032671776735786,0.0078,-0.0008774631547823078,0.014942806708253882,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772272800,63987.5,64027.0,63445.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,406800.0,,0.6529064317131357,2026-02-28 10:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.457601222927421,0.0029525074334842125,iv_bisect,0.007409956276115464,0.02000657830121377,3.4892142361895955e-09,5.9069571152917604e-05,0.0002886751345948129,0.00029465666048729145,-0.0064099562761154635,0.0078,-0.000505820083344254,0.015325732635575183,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772276400,63834.5,64287.0,63788.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,410400.0,,0.6507654375446243,2026-02-28 11:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.514817991199344,0.003006575269387858,iv_bisect,0.0072392886891274435,0.01921415550931284,3.3372348053021855e-09,5.7768804776472446e-05,0.0002886751345948129,0.0002943986551236869,-0.0062392886891274426,0.0078,-0.0006739381682344418,0.015152515546489328,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772280000,64015.5,64072.0,63826.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,414000.0,,0.648946825872573,2026-02-28 12:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.4471278137175734,0.002942586322558859,iv_bisect,0.007442009223279786,0.020156974826181787,3.5181077035302415e-09,5.9313638427685764e-05,0.0002886751345948129,0.00029470568545052466,-0.006442009223279785,0.0078,-0.00047424550803847835,0.01535826395459805,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772283600,65105.0,65217.0,63900.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,417600.0,,0.6605974103305408,2026-02-28 13:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.03867498730287,0.0025493939684167314,iv_bisect,0.008931546845600498,0.027685045883774653,4.981548962038962e-09,7.058008899143555e-05,0.0002886751345948129,0.0002971781995627746,-0.007931546845600497,0.0078,0.000993209871177285,0.01686988382002371,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772287200,64418.5,65365.5,64259.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,421200.0,,0.6632236303505537,2026-02-28 14:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.29628202151671,0.002798843414297856,iv_bisect,0.007934064731458015,0.022527746430666604,3.975508642937858e-09,6.305163473644326e-05,0.0002886751345948129,0.00029548069645286677,-0.006934064731458014,0.0078,1.0483527374586209e-05,0.015857645935541443,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772290800,64839.5,65010.0,64199.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,424800.0,,0.6630473476328644,2026-02-28 15:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.138423458860367,0.002646611229468343,iv_bisect,0.00851855198200611,0.025493282932875075,4.552310051752839e-09,6.747080888616083e-05,0.0002886751345948129,0.000296455128788635,-0.007518551982006108,0.0078,0.0005863091965892346,0.016450794767422984,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772294400,65087.5,65197.5,64672.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,428400.0,,0.6615155232930101,2026-02-28 16:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.0452551779140533,0.0025558334205953667,iv_bisect,0.008903136184958863,0.027531748675633218,4.9514532436869895e-09,7.03665633926156e-05,0.0002886751345948129,0.00029712755943705446,-0.007903136184958862,0.0078,0.0009652177207093368,0.01684105464920839,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772298000,65439.0,65550.0,64827.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,432000.0,,0.6606769042162549,2026-02-28 17:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.9129140577091275,0.0024256082242943705,iv_bisect,0.009509622478485608,0.03088475628003206,5.612155166987437e-09,7.491431883817297e-05,0.0002886751345948129,0.0002982373023287342,-0.008509622478485607,0.0078,0.0015627904135627896,0.017456454543408426,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772301600,65913.5,66170.0,65185.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,435600.0,,0.6609029936071893,2026-02-28 18:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.7335744710727037,0.0022465318972332243,iv_bisect,0.010469237036806252,0.03652952570289739,6.73462231978092e-09,8.206474468235992e-05,0.0002886751345948129,0.00030011323805043035,-0.009469237036806251,0.0078,0.0025083901372288265,0.01843008393638368,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772305200,66358.0,66686.5,65605.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,439200.0,,0.6607734199641787,2026-02-28 19:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.5646349800796806,0.0020747883903510823,iv_bisect,0.01156039544248203,0.04344108614069351,8.123608191046646e-09,9.01310611889522e-05,0.0002886751345948129,0.00030241848740508574,-0.010560395442482029,0.0078,0.0035837385625516836,0.019537052322412374,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772308800,66957.5,67172.0,66203.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,442800.0,,0.6622169964955646,2026-02-28 20:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.3348239203183352,0.0018356628607170125,iv_bisect,0.013455497012910633,0.05664836094720306,1.0813356962230067e-08,0.00010398729231127266,0.0002886751345948129,0.00030683332657252765,-0.012455497012910632,0.0078,0.0054516819199805396,0.021459312105840726,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772312400,66705.5,67024.5,66375.0,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,446400.0,,0.6606156733838664,2026-02-28 21:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.43174542373389,0.001937350156375545,iv_bisect,0.012586943408373503,0.05040914558429926,9.537508038870798e-09,9.766016608049977e-05,0.0002886751345948129,0.00030474717615132076,-0.011586943408373502,0.0078,0.004595529482855723,0.02057835733389128,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772316000,67115.5,67882.5,66616.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,450000.0,,0.6601051127177971,2026-02-28 22:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.2737792004032433,0.001770933676875851,iv_bisect,0.014065665141383627,0.061215874455969134,1.1752566273368178e-08,0.00010840925363347991,0.0002886751345948129,0.0003083600162256798,-0.013065665141383626,0.0078,0.006053183004262006,0.022078147278505246,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
1772319600,66986.5,67216.0,66750.5,0.0001,0.0001,0.0001,1771866000.0,0.0010000000000000009,453600.0,,0.6580862619339062,2026-02-28 23:00:00+00:00,0.00022831050228310502,0.00022831050228310502,1.323636448892206,0.001823840730740488,iv_bisect,0.013563387787686752,0.05744500042170253,1.0976864280537321e-08,0.00010477053154650558,0.0002886751345948129,0.0003070996542066934,-0.012563387787686751,0.0078,0.005558037545855602,0.021568738029517903,1385965,"BTC above $70,000 on Feb 23, 2026",BTC-23FEB26-70000-C
